pin,slack
genCounters[388].counter/count[5]:Q,996136
genCounters[112].counter/count[7]:ALn,
genCounters[112].counter/count[7]:CLK,996280
genCounters[112].counter/count[7]:D,997299
genCounters[112].counter/count[7]:EN,995944
genCounters[112].counter/count[7]:Q,996280
genCounters[268].counter/count_RNO[0]:A,997616
genCounters[268].counter/count_RNO[0]:Y,997616
genCounters[267].counter/count[4]:ALn,
genCounters[267].counter/count[4]:CLK,996044
genCounters[267].counter/count[4]:D,997356
genCounters[267].counter/count[4]:EN,995944
genCounters[267].counter/count[4]:Q,996044
genCounters[260].counter/count[4]:ALn,
genCounters[260].counter/count[4]:CLK,996044
genCounters[260].counter/count[4]:D,997356
genCounters[260].counter/count[4]:EN,995944
genCounters[260].counter/count[4]:Q,996044
genCounters[100].counter/count[15]:ALn,
genCounters[100].counter/count[15]:CLK,996424
genCounters[100].counter/count[15]:D,997147
genCounters[100].counter/count[15]:EN,995944
genCounters[100].counter/count[15]:Q,996424
genCounters[29].counter/count[12]:ALn,
genCounters[29].counter/count[12]:CLK,996188
genCounters[29].counter/count[12]:D,997204
genCounters[29].counter/count[12]:EN,995944
genCounters[29].counter/count[12]:Q,996188
genCounters[237].counter/terminalCount_10:A,996333
genCounters[237].counter/terminalCount_10:B,996242
genCounters[237].counter/terminalCount_10:C,996189
genCounters[237].counter/terminalCount_10:D,996097
genCounters[237].counter/terminalCount_10:Y,996097
genCounters[230].counter/terminalCount_10:A,996333
genCounters[230].counter/terminalCount_10:B,996242
genCounters[230].counter/terminalCount_10:C,996189
genCounters[230].counter/terminalCount_10:D,996097
genCounters[230].counter/terminalCount_10:Y,996097
genCounters[380].counter/count_cry[11]:B,997364
genCounters[380].counter/count_cry[11]:FCI,997147
genCounters[380].counter/count_cry[11]:FCO,997147
genCounters[380].counter/count_cry[11]:S,997223
genCounters[27].counter/count_cry[14]:B,997403
genCounters[27].counter/count_cry[14]:FCI,997147
genCounters[27].counter/count_cry[14]:FCO,997147
genCounters[27].counter/count_cry[14]:S,997166
genCounters[352].counter/count_cry[2]:B,997193
genCounters[352].counter/count_cry[2]:FCI,997147
genCounters[352].counter/count_cry[2]:FCO,997147
genCounters[352].counter/count_cry[2]:S,997394
genCounters[347].counter/count_cry[3]:B,997212
genCounters[347].counter/count_cry[3]:FCI,997147
genCounters[347].counter/count_cry[3]:FCO,997147
genCounters[347].counter/count_cry[3]:S,997375
genCounters[276].counter/count[4]:ALn,
genCounters[276].counter/count[4]:CLK,996044
genCounters[276].counter/count[4]:D,997356
genCounters[276].counter/count[4]:EN,995944
genCounters[276].counter/count[4]:Q,996044
genCounters[189].counter/count[3]:ALn,
genCounters[189].counter/count[3]:CLK,996188
genCounters[189].counter/count[3]:D,997375
genCounters[189].counter/count[3]:EN,995944
genCounters[189].counter/count[3]:Q,996188
genCounters[261].counter/count[6]:ALn,
genCounters[261].counter/count[6]:CLK,996189
genCounters[261].counter/count[6]:D,997318
genCounters[261].counter/count[6]:EN,995944
genCounters[261].counter/count[6]:Q,996189
genCounters[160].counter/count[7]:ALn,
genCounters[160].counter/count[7]:CLK,996280
genCounters[160].counter/count[7]:D,997299
genCounters[160].counter/count[7]:EN,995944
genCounters[160].counter/count[7]:Q,996280
genCounters[339].counter/count_s[15]:B,997403
genCounters[339].counter/count_s[15]:FCI,997147
genCounters[339].counter/count_s[15]:S,997147
genCounters[216].counter/count[6]:ALn,
genCounters[216].counter/count[6]:CLK,996189
genCounters[216].counter/count[6]:D,997318
genCounters[216].counter/count[6]:EN,995944
genCounters[216].counter/count[6]:Q,996189
genCounters[336].counter/count_cry[12]:B,997383
genCounters[336].counter/count_cry[12]:FCI,997147
genCounters[336].counter/count_cry[12]:FCO,997147
genCounters[336].counter/count_cry[12]:S,997204
genCounters[235].counter/count[5]:ALn,
genCounters[235].counter/count[5]:CLK,996136
genCounters[235].counter/count[5]:D,997337
genCounters[235].counter/count[5]:EN,995944
genCounters[235].counter/count[5]:Q,996136
genCounters[364].counter/count[14]:ALn,
genCounters[364].counter/count[14]:CLK,996333
genCounters[364].counter/count[14]:D,997166
genCounters[364].counter/count[14]:EN,995944
genCounters[364].counter/count[14]:Q,996333
genCounters[130].counter/terminalCount_9:A,996280
genCounters[130].counter/terminalCount_9:B,996189
genCounters[130].counter/terminalCount_9:C,996136
genCounters[130].counter/terminalCount_9:D,996044
genCounters[130].counter/terminalCount_9:Y,996044
genCounters[94].counter/count[8]:ALn,
genCounters[94].counter/count[8]:CLK,996097
genCounters[94].counter/count[8]:D,997280
genCounters[94].counter/count[8]:EN,995944
genCounters[94].counter/count[8]:Q,996097
genCounters[221].counter/terminalCount:A,996188
genCounters[221].counter/terminalCount:B,996097
genCounters[221].counter/terminalCount:C,996044
genCounters[221].counter/terminalCount:D,995944
genCounters[221].counter/terminalCount:Y,995944
genCounters[233].counter/count[4]:ALn,
genCounters[233].counter/count[4]:CLK,996044
genCounters[233].counter/count[4]:D,997356
genCounters[233].counter/count[4]:EN,995944
genCounters[233].counter/count[4]:Q,996044
genCounters[176].counter/terminalCount_8:A,996188
genCounters[176].counter/terminalCount_8:B,996097
genCounters[176].counter/terminalCount_8:C,996044
genCounters[176].counter/terminalCount_8:D,995944
genCounters[176].counter/terminalCount_8:Y,995944
genCounters[138].counter/count[14]:ALn,
genCounters[138].counter/count[14]:CLK,996333
genCounters[138].counter/count[14]:D,997166
genCounters[138].counter/count[14]:EN,995944
genCounters[138].counter/count[14]:Q,996333
genCounters[141].counter/count_cry[13]:B,997402
genCounters[141].counter/count_cry[13]:FCI,997147
genCounters[141].counter/count_cry[13]:FCO,997147
genCounters[141].counter/count_cry[13]:S,997185
genCounters[83].counter/count[3]:ALn,
genCounters[83].counter/count[3]:CLK,996188
genCounters[83].counter/count[3]:D,997375
genCounters[83].counter/count[3]:EN,995944
genCounters[83].counter/count[3]:Q,996188
genCounters[350].counter/count[15]:ALn,
genCounters[350].counter/count[15]:CLK,996424
genCounters[350].counter/count[15]:D,997147
genCounters[350].counter/count[15]:EN,995944
genCounters[350].counter/count[15]:Q,996424
genCounters[24].counter/count_cry[11]:B,997364
genCounters[24].counter/count_cry[11]:FCI,997147
genCounters[24].counter/count_cry[11]:FCO,997147
genCounters[24].counter/count_cry[11]:S,997223
genCounters[312].counter/terminalCount_10:A,996333
genCounters[312].counter/terminalCount_10:B,996242
genCounters[312].counter/terminalCount_10:C,996189
genCounters[312].counter/terminalCount_10:D,996097
genCounters[312].counter/terminalCount_10:Y,996097
genCounters[289].counter/count[15]:ALn,
genCounters[289].counter/count[15]:CLK,996424
genCounters[289].counter/count[15]:D,997147
genCounters[289].counter/count[15]:EN,995944
genCounters[289].counter/count[15]:Q,996424
genCounters[197].counter/count[4]:ALn,
genCounters[197].counter/count[4]:CLK,996044
genCounters[197].counter/count[4]:D,997356
genCounters[197].counter/count[4]:EN,995944
genCounters[197].counter/count[4]:Q,996044
genCounters[46].counter/count_cry[1]:B,997174
genCounters[46].counter/count_cry[1]:FCI,997147
genCounters[46].counter/count_cry[1]:FCO,997147
genCounters[46].counter/count_cry[1]:S,997422
genCounters[216].counter/count_cry[5]:B,997250
genCounters[216].counter/count_cry[5]:FCI,997147
genCounters[216].counter/count_cry[5]:FCO,997147
genCounters[216].counter/count_cry[5]:S,997337
genCounters[141].counter/count_s_5920:B,997147
genCounters[141].counter/count_s_5920:FCO,997147
genCounters[60].counter/count_cry[10]:B,997345
genCounters[60].counter/count_cry[10]:FCI,997147
genCounters[60].counter/count_cry[10]:FCO,997147
genCounters[60].counter/count_cry[10]:S,997242
genCounters[365].counter/count[12]:ALn,
genCounters[365].counter/count[12]:CLK,996188
genCounters[365].counter/count[12]:D,997204
genCounters[365].counter/count[12]:EN,995944
genCounters[365].counter/count[12]:Q,996188
genCounters[126].counter/count_cry[3]:B,997212
genCounters[126].counter/count_cry[3]:FCI,997147
genCounters[126].counter/count_cry[3]:FCO,997147
genCounters[126].counter/count_cry[3]:S,997375
genCounters[63].counter/count_cry[4]:B,997231
genCounters[63].counter/count_cry[4]:FCI,997147
genCounters[63].counter/count_cry[4]:FCO,997147
genCounters[63].counter/count_cry[4]:S,997356
genCounters[4].counter/count_cry[8]:B,997307
genCounters[4].counter/count_cry[8]:FCI,997147
genCounters[4].counter/count_cry[8]:FCO,997147
genCounters[4].counter/count_cry[8]:S,997280
genCounters[178].counter/count_cry[12]:B,997383
genCounters[178].counter/count_cry[12]:FCI,997147
genCounters[178].counter/count_cry[12]:FCO,997147
genCounters[178].counter/count_cry[12]:S,997204
genCounters[218].counter/count_cry[13]:B,997402
genCounters[218].counter/count_cry[13]:FCI,997147
genCounters[218].counter/count_cry[13]:FCO,997147
genCounters[218].counter/count_cry[13]:S,997185
genCounters[96].counter/count_cry[3]:B,997212
genCounters[96].counter/count_cry[3]:FCI,997147
genCounters[96].counter/count_cry[3]:FCO,997147
genCounters[96].counter/count_cry[3]:S,997375
genCounters[48].counter/count_RNO[0]:A,997616
genCounters[48].counter/count_RNO[0]:Y,997616
genCounters[78].counter/count[8]:ALn,
genCounters[78].counter/count[8]:CLK,996097
genCounters[78].counter/count[8]:D,997280
genCounters[78].counter/count[8]:EN,995944
genCounters[78].counter/count[8]:Q,996097
genCounters[360].counter/count_cry[1]:B,997174
genCounters[360].counter/count_cry[1]:FCI,997147
genCounters[360].counter/count_cry[1]:FCO,997147
genCounters[360].counter/count_cry[1]:S,997422
genCounters[271].counter/count[10]:ALn,
genCounters[271].counter/count[10]:CLK,996242
genCounters[271].counter/count[10]:D,997242
genCounters[271].counter/count[10]:EN,995944
genCounters[271].counter/count[10]:Q,996242
genCounters[380].counter/terminalCount:A,996188
genCounters[380].counter/terminalCount:B,996097
genCounters[380].counter/terminalCount:C,996044
genCounters[380].counter/terminalCount:D,995944
genCounters[380].counter/terminalCount:Y,995944
genCounters[158].counter/count[1]:ALn,
genCounters[158].counter/count[1]:CLK,996044
genCounters[158].counter/count[1]:D,997422
genCounters[158].counter/count[1]:EN,995944
genCounters[158].counter/count[1]:Q,996044
genCounters[304].counter/terminalCount_10:A,996333
genCounters[304].counter/terminalCount_10:B,996242
genCounters[304].counter/terminalCount_10:C,996189
genCounters[304].counter/terminalCount_10:D,996097
genCounters[304].counter/terminalCount_10:Y,996097
genCounters[344].counter/count_cry[8]:B,997307
genCounters[344].counter/count_cry[8]:FCI,997147
genCounters[344].counter/count_cry[8]:FCO,997147
genCounters[344].counter/count_cry[8]:S,997280
genCounters[64].counter/count_cry[5]:B,997250
genCounters[64].counter/count_cry[5]:FCI,997147
genCounters[64].counter/count_cry[5]:FCO,997147
genCounters[64].counter/count_cry[5]:S,997337
genCounters[126].counter/count[5]:ALn,
genCounters[126].counter/count[5]:CLK,996136
genCounters[126].counter/count[5]:D,997337
genCounters[126].counter/count[5]:EN,995944
genCounters[126].counter/count[5]:Q,996136
genCounters[331].counter/count[12]:ALn,
genCounters[331].counter/count[12]:CLK,996188
genCounters[331].counter/count[12]:D,997204
genCounters[331].counter/count[12]:EN,995944
genCounters[331].counter/count[12]:Q,996188
genCounters[380].counter/count_RNO[0]:A,997616
genCounters[380].counter/count_RNO[0]:Y,997616
genCounters[157].counter/count_cry[8]:B,997307
genCounters[157].counter/count_cry[8]:FCI,997147
genCounters[157].counter/count_cry[8]:FCO,997147
genCounters[157].counter/count_cry[8]:S,997280
genCounters[332].counter/terminalCount_9:A,996280
genCounters[332].counter/terminalCount_9:B,996189
genCounters[332].counter/terminalCount_9:C,996136
genCounters[332].counter/terminalCount_9:D,996044
genCounters[332].counter/terminalCount_9:Y,996044
genCounters[228].counter/count_cry[5]:B,997250
genCounters[228].counter/count_cry[5]:FCI,997147
genCounters[228].counter/count_cry[5]:FCO,997147
genCounters[228].counter/count_cry[5]:S,997337
genCounters[232].counter/terminalCount_11:A,996424
genCounters[232].counter/terminalCount_11:B,996333
genCounters[232].counter/terminalCount_11:C,996280
genCounters[232].counter/terminalCount_11:D,996188
genCounters[232].counter/terminalCount_11:Y,996188
genCounters[189].counter/count[12]:ALn,
genCounters[189].counter/count[12]:CLK,996188
genCounters[189].counter/count[12]:D,997204
genCounters[189].counter/count[12]:EN,995944
genCounters[189].counter/count[12]:Q,996188
genCounters[154].counter/count[15]:ALn,
genCounters[154].counter/count[15]:CLK,996424
genCounters[154].counter/count[15]:D,997147
genCounters[154].counter/count[15]:EN,995944
genCounters[154].counter/count[15]:Q,996424
genCounters[276].counter/terminalCount_8:A,996188
genCounters[276].counter/terminalCount_8:B,996097
genCounters[276].counter/terminalCount_8:C,996044
genCounters[276].counter/terminalCount_8:D,995944
genCounters[276].counter/terminalCount_8:Y,995944
genCounters[207].counter/count[12]:ALn,
genCounters[207].counter/count[12]:CLK,996188
genCounters[207].counter/count[12]:D,997204
genCounters[207].counter/count[12]:EN,995944
genCounters[207].counter/count[12]:Q,996188
genCounters[200].counter/count[12]:ALn,
genCounters[200].counter/count[12]:CLK,996188
genCounters[200].counter/count[12]:D,997204
genCounters[200].counter/count[12]:EN,995944
genCounters[200].counter/count[12]:Q,996188
genCounters[181].counter/count_RNO[0]:A,997616
genCounters[181].counter/count_RNO[0]:Y,997616
genCounters[228].counter/count[14]:ALn,
genCounters[228].counter/count[14]:CLK,996333
genCounters[228].counter/count[14]:D,997166
genCounters[228].counter/count[14]:EN,995944
genCounters[228].counter/count[14]:Q,996333
genCounters[208].counter/count[9]:ALn,
genCounters[208].counter/count[9]:CLK,996189
genCounters[208].counter/count[9]:D,997261
genCounters[208].counter/count[9]:EN,995944
genCounters[208].counter/count[9]:Q,996189
genCounters[198].counter/count[5]:ALn,
genCounters[198].counter/count[5]:CLK,996136
genCounters[198].counter/count[5]:D,997337
genCounters[198].counter/count[5]:EN,995944
genCounters[198].counter/count[5]:Q,996136
genCounters[367].counter/count[8]:ALn,
genCounters[367].counter/count[8]:CLK,996097
genCounters[367].counter/count[8]:D,997280
genCounters[367].counter/count[8]:EN,995944
genCounters[367].counter/count[8]:Q,996097
genCounters[292].counter/terminalCount:A,996188
genCounters[292].counter/terminalCount:B,996097
genCounters[292].counter/terminalCount:C,996044
genCounters[292].counter/terminalCount:D,995944
genCounters[292].counter/terminalCount:Y,995944
genCounters[249].counter/count[3]:ALn,
genCounters[249].counter/count[3]:CLK,996188
genCounters[249].counter/count[3]:D,997375
genCounters[249].counter/count[3]:EN,995944
genCounters[249].counter/count[3]:Q,996188
genCounters[94].counter/terminalCount_11:A,996424
genCounters[94].counter/terminalCount_11:B,996333
genCounters[94].counter/terminalCount_11:C,996280
genCounters[94].counter/terminalCount_11:D,996188
genCounters[94].counter/terminalCount_11:Y,996188
genCounters[219].counter/count_cry[1]:B,997174
genCounters[219].counter/count_cry[1]:FCI,997147
genCounters[219].counter/count_cry[1]:FCO,997147
genCounters[219].counter/count_cry[1]:S,997422
genCounters[83].counter/count_cry[7]:B,997288
genCounters[83].counter/count_cry[7]:FCI,997147
genCounters[83].counter/count_cry[7]:FCO,997147
genCounters[83].counter/count_cry[7]:S,997299
genCounters[364].counter/count[6]:ALn,
genCounters[364].counter/count[6]:CLK,996189
genCounters[364].counter/count[6]:D,997318
genCounters[364].counter/count[6]:EN,995944
genCounters[364].counter/count[6]:Q,996189
genCounters[346].counter/count_cry[6]:B,997269
genCounters[346].counter/count_cry[6]:FCI,997147
genCounters[346].counter/count_cry[6]:FCO,997147
genCounters[346].counter/count_cry[6]:S,997318
genCounters[237].counter/count_s_5947:B,997147
genCounters[237].counter/count_s_5947:FCO,997147
genCounters[66].counter/count[0]:ALn,
genCounters[66].counter/count[0]:CLK,995944
genCounters[66].counter/count[0]:D,997616
genCounters[66].counter/count[0]:EN,995944
genCounters[66].counter/count[0]:Q,995944
genCounters[183].counter/count[9]:ALn,
